Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumBefolkning
A,2014,55 - 59,Kvinne,Helseregion Nord-Norge,15216
A,2014,55 - 59,Kvinne,Helseregion Sør-Øst,87752
A,2014,55 - 59,Kvinne,Helseregion Vest,30846
A,2014,55 - 59,Kvinne,Akershus,17304
A,2014,55 - 59,Kvinne,Aust-Agder,3700
A,2014,55 - 59,Kvinne,Buskerud,8583
A,2014,55 - 59,Kvinne,Finnmark,2284
A,2014,55 - 59,Kvinne,Hedmark,6794
A,2014,55 - 59,Kvinne,Hordaland,14426
A,2014,55 - 59,Kvinne,Møre og Romsdal,8368
A,2014,55 - 59,Kvinne,Nordland,7896
A,2014,55 - 59,Kvinne,Oppland,6330
A,2014,55 - 59,Kvinne,Oslo,16545
A,2014,55 - 59,Kvinne,Rogaland,12958
A,2014,55 - 59,Kvinne,Sogn og Fjordane,3463
A,2014,55 - 59,Kvinne,Telemark,5823
A,2014,55 - 59,Kvinne,Troms,5037
A,2014,55 - 59,Kvinne,Trøndelag,13250
A,2014,55 - 59,Kvinne,Vest-Agder,5274
A,2014,55 - 59,Kvinne,Vestfold,8088
A,2014,55 - 59,Kvinne,Østfold,9312
A,2014,55 - 59,Mann,Hele landet,160796
A,2014,55 - 59,Mann,Helseregion Midt-Norge,22731
A,2014,55 - 59,Mann,Helseregion Nord-Norge,15792
A,2014,55 - 59,Mann,Helseregion Sør-Øst,89657
A,2014,55 - 59,Mann,Helseregion Vest,32616
A,2014,55 - 59,Mann,Akershus,18592
A,2014,55 - 59,Mann,Aust-Agder,3742
A,2014,55 - 59,Mann,Buskerud,8720
A,2014,55 - 59,Mann,Finnmark,2413
A,2014,55 - 59,Mann,Hedmark,6732
A,2014,55 - 59,Mann,Hordaland,15242
A,2014,55 - 59,Mann,Møre og Romsdal,8842
A,2014,55 - 59,Mann,Nordland,8232
A,2014,55 - 59,Mann,Oppland,6561
A,2014,55 - 59,Mann,Oslo,16736
A,2014,55 - 59,Mann,Rogaland,13664
A,2014,55 - 59,Mann,Sogn og Fjordane,3709
A,2014,55 - 59,Mann,Telemark,5908
A,2014,55 - 59,Mann,Troms,5148
A,2014,55 - 59,Mann,Trøndelag,13889
A,2014,55 - 59,Mann,Vest-Agder,5399
A,2014,55 - 59,Mann,Vestfold,7904
A,2014,55 - 59,Mann,Østfold,9362
A,2014,60 - 64,Kvinne,Hele landet,143072
A,2014,60 - 64,Kvinne,Helseregion Midt-Norge,20522
A,2014,60 - 64,Kvinne,Helseregion Nord-Norge,14310
A,2014,60 - 64,Kvinne,Helseregion Sør-Øst,80310
A,2014,60 - 64,Kvinne,Helseregion Vest,27931
A,2014,60 - 64,Kvinne,Akershus,14982
A,2014,60 - 64,Kvinne,Aust-Agder,3490
A,2014,60 - 64,Kvinne,Buskerud,8106
A,2014,60 - 64,Kvinne,Finnmark,2190
A,2014,60 - 64,Kvinne,Hedmark,6550
A,2014,60 - 64,Kvinne,Hordaland,13302
A,2014,60 - 64,Kvinne,Møre og Romsdal,7969
A,2014,60 - 64,Kvinne,Nordland,7352
A,2014,60 - 64,Kvinne,Oppland,5996
A,2014,60 - 64,Kvinne,Oslo,14576
A,2014,60 - 64,Kvinne,Rogaland,11356
A,2014,60 - 64,Kvinne,Sogn og Fjordane,3272
A,2014,60 - 64,Kvinne,Telemark,5486
A,2014,60 - 64,Kvinne,Troms,4768
A,2014,60 - 64,Kvinne,Trøndelag,12553
A,2014,60 - 64,Kvinne,Vest-Agder,4828
A,2014,60 - 64,Kvinne,Vestfold,7592
A,2014,60 - 64,Kvinne,Østfold,8704
A,2014,60 - 64,Mann,Hele landet,145320
A,2014,60 - 64,Mann,Helseregion Midt-Norge,21082
A,2014,60 - 64,Mann,Helseregion Nord-Norge,15386
A,2014,60 - 64,Mann,Helseregion Sør-Øst,79424
A,2014,60 - 64,Mann,Helseregion Vest,29428
A,2014,60 - 64,Mann,Akershus,15001
A,2014,60 - 64,Mann,Aust-Agder,3536
A,2014,60 - 64,Mann,Buskerud,8074
A,2014,60 - 64,Mann,Finnmark,2434
A,2014,60 - 64,Mann,Hedmark,6397
A,2014,60 - 64,Mann,Hordaland,13790
A,2014,60 - 64,Mann,Møre og Romsdal,8369
A,2014,60 - 64,Mann,Nordland,7953
A,2014,60 - 64,Mann,Oppland,6060
A,2014,60 - 64,Mann,Oslo,13991
A,2014,60 - 64,Mann,Rogaland,12124
A,2014,60 - 64,Mann,Sogn og Fjordane,3514
A,2014,60 - 64,Mann,Telemark,5506
A,2014,60 - 64,Mann,Troms,4999
A,2014,60 - 64,Mann,Trøndelag,12713
A,2014,60 - 64,Mann,Vest-Agder,4950
A,2014,60 - 64,Mann,Vestfold,7388
A,2014,60 - 64,Mann,Østfold,8522
A,2014,65 - 69,Kvinne,Hele landet,139854
A,2014,65 - 69,Kvinne,Helseregion Midt-Norge,19522
A,2014,65 - 69,Kvinne,Helseregion Nord-Norge,13909
A,2014,65 - 69,Kvinne,Helseregion Sør-Øst,80306
A,2014,65 - 69,Kvinne,Helseregion Vest,26116
A,2014,65 - 69,Kvinne,Akershus,15438
A,2014,65 - 69,Kvinne,Aust-Agder,3348
A,2014,65 - 69,Kvinne,Buskerud,8278
A,2014,65 - 69,Kvinne,Finnmark,2078
A,2014,65 - 69,Kvinne,Hedmark,6658
A,2014,65 - 69,Kvinne,Hordaland,12898
A,2014,65 - 69,Kvinne,Møre og Romsdal,7379
A,2014,65 - 69,Kvinne,Nordland,7218
A,2014,65 - 69,Kvinne,Oppland,6292
A,2014,65 - 69,Kvinne,Oslo,13778
A,2014,65 - 69,Kvinne,Rogaland,10194
A,2014,65 - 69,Kvinne,Sogn og Fjordane,3024
A,2014,65 - 69,Kvinne,Telemark,5497
A,2014,65 - 69,Kvinne,Troms,4614
A,2014,65 - 69,Kvinne,Trøndelag,12144
A,2014,65 - 69,Kvinne,Vest-Agder,4621
A,2014,65 - 69,Kvinne,Vestfold,7328
A,2014,65 - 69,Kvinne,Østfold,9068
A,2014,65 - 69,Mann,Hele landet,139352
A,2014,65 - 69,Mann,Helseregion Midt-Norge,19954
A,2014,65 - 69,Mann,Helseregion Nord-Norge,14628
A,2014,65 - 69,Mann,Helseregion Sør-Øst,78186
A,2014,65 - 69,Mann,Helseregion Vest,26584
A,2014,65 - 69,Mann,Akershus,14812
A,2014,65 - 69,Mann,Aust-Agder,3478
A,2014,65 - 69,Mann,Buskerud,8030
A,2014,65 - 69,Mann,Finnmark,2340
A,2014,65 - 69,Mann,Hedmark,6656
A,2014,65 - 69,Mann,Hordaland,12996
A,2014,65 - 69,Mann,Møre og Romsdal,7820
A,2014,65 - 69,Mann,Nordland,7618
A,2014,65 - 69,Mann,Oppland,6126
A,2014,65 - 69,Mann,Oslo,13270
A,2014,65 - 69,Mann,Rogaland,10338
A,2014,65 - 69,Mann,Sogn og Fjordane,3250
A,2014,65 - 69,Mann,Telemark,5430
A,2014,65 - 69,Mann,Troms,4670
A,2014,65 - 69,Mann,Trøndelag,12135
A,2014,65 - 69,Mann,Vest-Agder,4503
A,2014,65 - 69,Mann,Vestfold,7119
A,2014,65 - 69,Mann,Østfold,8760
A,2014,70 - 74,Kvinne,Hele landet,102382
A,2014,70 - 74,Kvinne,Helseregion Midt-Norge,14610
A,2014,70 - 74,Kvinne,Helseregion Nord-Norge,10304
A,2014,70 - 74,Kvinne,Helseregion Sør-Øst,58132
A,2014,70 - 74,Kvinne,Helseregion Vest,19335
A,2014,70 - 74,Kvinne,Akershus,11322
A,2014,70 - 74,Kvinne,Aust-Agder,2380
A,2014,70 - 74,Kvinne,Buskerud,5810
A,2014,70 - 74,Kvinne,Finnmark,1462
A,2014,70 - 74,Kvinne,Hedmark,4886
A,2014,70 - 74,Kvinne,Hordaland,9334
A,2014,70 - 74,Kvinne,Møre og Romsdal,5470
A,2014,70 - 74,Kvinne,Nordland,5517
A,2014,70 - 74,Kvinne,Oppland,4712
A,2014,70 - 74,Kvinne,Oslo,9632
A,2014,70 - 74,Kvinne,Rogaland,7762
A,2014,70 - 74,Kvinne,Sogn og Fjordane,2238
A,2014,70 - 74,Kvinne,Telemark,4006
A,2014,70 - 74,Kvinne,Troms,3326
A,2014,70 - 74,Kvinne,Trøndelag,9140
A,2014,70 - 74,Kvinne,Vest-Agder,3592
A,2014,70 - 74,Kvinne,Vestfold,5330
A,2014,70 - 74,Kvinne,Østfold,6463
A,2014,70 - 74,Mann,Hele landet,96146
A,2014,70 - 74,Mann,Helseregion Midt-Norge,14179
A,2014,70 - 74,Mann,Helseregion Nord-Norge,10335
A,2014,70 - 74,Mann,Helseregion Sør-Øst,53335
A,2014,70 - 74,Mann,Helseregion Vest,18297
A,2014,70 - 74,Mann,Akershus,10356
A,2014,70 - 74,Mann,Aust-Agder,2298
A,2014,70 - 74,Mann,Buskerud,5386
A,2014,70 - 74,Mann,Finnmark,1510
A,2014,70 - 74,Mann,Hedmark,4596
A,2014,70 - 74,Mann,Hordaland,8770
A,2014,70 - 74,Mann,Møre og Romsdal,5334
A,2014,70 - 74,Mann,Nordland,5438
A,2014,70 - 74,Mann,Oppland,4290
A,2014,70 - 74,Mann,Oslo,8778
A,2014,70 - 74,Mann,Rogaland,7231
A,2014,70 - 74,Mann,Sogn og Fjordane,2296
A,2014,70 - 74,Mann,Telemark,3754
A,2014,70 - 74,Mann,Troms,3387
A,2014,70 - 74,Mann,Trøndelag,8844
A,2014,70 - 74,Mann,Vest-Agder,3192
A,2014,70 - 74,Mann,Vestfold,4846
A,2014,70 - 74,Mann,Østfold,5840
A,2014,75 - 79,Kvinne,Hele landet,77026
A,2014,75 - 79,Kvinne,Helseregion Midt-Norge,10740
A,2014,75 - 79,Kvinne,Helseregion Nord-Norge,7898
A,2014,75 - 79,Kvinne,Helseregion Sør-Øst,43567
A,2014,75 - 79,Kvinne,Helseregion Vest,14820
A,2014,75 - 79,Kvinne,Akershus,8270
A,2014,75 - 79,Kvinne,Aust-Agder,1701
A,2014,75 - 79,Kvinne,Buskerud,4304
A,2014,75 - 79,Kvinne,Finnmark,1130
A,2014,75 - 79,Kvinne,Hedmark,3663
A,2014,75 - 79,Kvinne,Hordaland,7308
A,2014,75 - 79,Kvinne,Møre og Romsdal,4108
A,2014,75 - 79,Kvinne,Nordland,4298
A,2014,75 - 79,Kvinne,Oppland,3522
A,2014,75 - 79,Kvinne,Oslo,7194
A,2014,75 - 79,Kvinne,Rogaland,5657
A,2014,75 - 79,Kvinne,Sogn og Fjordane,1856
A,2014,75 - 79,Kvinne,Telemark,3028
A,2014,75 - 79,Kvinne,Troms,2470
A,2014,75 - 79,Kvinne,Trøndelag,6633
A,2014,75 - 79,Kvinne,Vest-Agder,2676
A,2014,75 - 79,Kvinne,Vestfold,4272
A,2014,75 - 79,Kvinne,Østfold,4936
A,2014,75 - 79,Mann,Hele landet,64316
A,2014,75 - 79,Mann,Helseregion Midt-Norge,9259
A,2014,75 - 79,Mann,Helseregion Nord-Norge,7066
A,2014,75 - 79,Mann,Helseregion Sør-Øst,35480
A,2014,75 - 79,Mann,Helseregion Vest,12511
A,2014,75 - 79,Mann,Akershus,6749
A,2014,75 - 79,Mann,Aust-Agder,1572
A,2014,75 - 79,Mann,Buskerud,3640
A,2014,75 - 79,Mann,Finnmark,1066
A,2014,75 - 79,Mann,Hedmark,3045
A,2014,75 - 79,Mann,Hordaland,6050
A,2014,75 - 79,Mann,Møre og Romsdal,3584
A,2014,75 - 79,Mann,Nordland,3772
A,2014,75 - 79,Mann,Oppland,3006
A,2014,75 - 79,Mann,Oslo,5280
A,2014,75 - 79,Mann,Rogaland,4800
A,2014,75 - 79,Mann,Sogn og Fjordane,1660
A,2014,75 - 79,Mann,Telemark,2487
A,2014,75 - 79,Mann,Troms,2227
A,2014,75 - 79,Mann,Trøndelag,5676
A,2014,75 - 79,Mann,Vest-Agder,2210
A,2014,75 - 79,Mann,Vestfold,3420
A,2014,75 - 79,Mann,Østfold,4072
A,2014,80 - 84,Kvinne,Hele landet,62972
A,2014,80 - 84,Kvinne,Helseregion Midt-Norge,9180
A,2014,80 - 84,Kvinne,Helseregion Nord-Norge,6277
A,2014,80 - 84,Kvinne,Helseregion Sør-Øst,35120
A,2014,80 - 84,Kvinne,Helseregion Vest,12394
A,2014,80 - 84,Kvinne,Akershus,6518
A,2014,80 - 84,Kvinne,Aust-Agder,1368
A,2014,80 - 84,Kvinne,Buskerud,3452
A,2014,80 - 84,Kvinne,Finnmark,926
A,2014,80 - 84,Kvinne,Hedmark,3126
A,2014,80 - 84,Kvinne,Hordaland,6186
A,2014,80 - 84,Kvinne,Møre og Romsdal,3695
A,2014,80 - 84,Kvinne,Nordland,3408
A,2014,80 - 84,Kvinne,Oppland,2870
A,2014,80 - 84,Kvinne,Oslo,6112
A,2014,80 - 84,Kvinne,Rogaland,4598
A,2014,80 - 84,Kvinne,Sogn og Fjordane,1612
A,2014,80 - 84,Kvinne,Telemark,2414
A,2014,80 - 84,Kvinne,Troms,1944
A,2014,80 - 84,Kvinne,Trøndelag,5485
A,2014,80 - 84,Kvinne,Vest-Agder,2178
A,2014,80 - 84,Kvinne,Vestfold,3233
A,2014,80 - 84,Kvinne,Østfold,3851
A,2014,80 - 84,Mann,Hele landet,45534
A,2014,80 - 84,Mann,Helseregion Midt-Norge,6841
A,2014,80 - 84,Mann,Helseregion Nord-Norge,4686
A,2014,80 - 84,Mann,Helseregion Sør-Øst,25044
A,2014,80 - 84,Mann,Helseregion Vest,8964
A,2014,80 - 84,Mann,Akershus,4708
A,2014,80 - 84,Mann,Aust-Agder,950
A,2014,80 - 84,Mann,Buskerud,2557
A,2014,80 - 84,Mann,Finnmark,684
A,2014,80 - 84,Mann,Hedmark,2350
A,2014,80 - 84,Mann,Hordaland,4397
A,2014,80 - 84,Mann,Møre og Romsdal,2747
A,2014,80 - 84,Mann,Nordland,2570
A,2014,80 - 84,Mann,Oppland,2232
A,2014,80 - 84,Mann,Oslo,3810
A,2014,80 - 84,Mann,Rogaland,3360
A,2014,80 - 84,Mann,Sogn og Fjordane,1207
A,2014,80 - 84,Mann,Telemark,1692
A,2014,80 - 84,Mann,Troms,1432
A,2014,80 - 84,Mann,Trøndelag,4094
A,2014,80 - 84,Mann,Vest-Agder,1610
A,2014,80 - 84,Mann,Vestfold,2372
A,2014,80 - 84,Mann,Østfold,2764
A,2014,85 - 89,Kvinne,Hele landet,47644
A,2014,85 - 89,Kvinne,Helseregion Midt-Norge,7264
A,2014,85 - 89,Kvinne,Helseregion Nord-Norge,4730
A,2014,85 - 89,Kvinne,Helseregion Sør-Øst,26255
A,2014,85 - 89,Kvinne,Helseregion Vest,9396
A,2014,85 - 89,Kvinne,Akershus,4482
A,2014,85 - 89,Kvinne,Aust-Agder,1036
A,2014,85 - 89,Kvinne,Buskerud,2542
A,2014,85 - 89,Kvinne,Finnmark,620
A,2014,85 - 89,Kvinne,Hedmark,2424
A,2014,85 - 89,Kvinne,Hordaland,4700
A,2014,85 - 89,Kvinne,Møre og Romsdal,2996
A,2014,85 - 89,Kvinne,Nordland,2668
A,2014,85 - 89,Kvinne,Oppland,2265
A,2014,85 - 89,Kvinne,Oslo,4740
A,2014,85 - 89,Kvinne,Rogaland,3424
A,2014,85 - 89,Kvinne,Sogn og Fjordane,1272
A,2014,85 - 89,Kvinne,Telemark,1938
A,2014,85 - 89,Kvinne,Troms,1442
A,2014,85 - 89,Kvinne,Trøndelag,4268
A,2014,85 - 89,Kvinne,Vest-Agder,1662
A,2014,85 - 89,Kvinne,Vestfold,2326
A,2014,85 - 89,Kvinne,Østfold,2839
A,2014,85 - 89,Mann,Hele landet,27559
A,2014,85 - 89,Mann,Helseregion Midt-Norge,4231
A,2014,85 - 89,Mann,Helseregion Nord-Norge,2655
A,2014,85 - 89,Mann,Helseregion Sør-Øst,15268
A,2014,85 - 89,Mann,Helseregion Vest,5406
A,2014,85 - 89,Mann,Akershus,2810
A,2014,85 - 89,Mann,Aust-Agder,570
A,2014,85 - 89,Mann,Buskerud,1532
A,2014,85 - 89,Mann,Finnmark,354
A,2014,85 - 89,Mann,Hedmark,1462
A,2014,85 - 89,Mann,Hordaland,2614
A,2014,85 - 89,Mann,Møre og Romsdal,1704
A,2014,85 - 89,Mann,Nordland,1475
A,2014,85 - 89,Mann,Oppland,1338
A,2014,85 - 89,Mann,Oslo,2480
A,2014,85 - 89,Mann,Rogaland,2019
A,2014,85 - 89,Mann,Sogn og Fjordane,773
A,2014,85 - 89,Mann,Telemark,1088
A,2014,85 - 89,Mann,Troms,826
A,2014,85 - 89,Mann,Trøndelag,2527
A,2014,85 - 89,Mann,Vest-Agder,914
A,2014,85 - 89,Mann,Vestfold,1460
A,2014,85 - 89,Mann,Østfold,1615
A,2014,90+,Kvinne,Hele landet,35180
A,2014,90+,Kvinne,Helseregion Midt-Norge,5148
A,2014,90+,Kvinne,Helseregion Nord-Norge,3278
A,2014,90+,Kvinne,Helseregion Sør-Øst,19382
A,2014,90+,Kvinne,Helseregion Vest,7371
A,2014,90+,Kvinne,Akershus,2990
A,2014,90+,Kvinne,Aust-Agder,809
A,2014,90+,Kvinne,Buskerud,1948
A,2014,90+,Kvinne,Finnmark,350
A,2014,90+,Kvinne,Hedmark,1650
A,2014,90+,Kvinne,Hordaland,3708
A,2014,90+,Kvinne,Møre og Romsdal,2232
A,2014,90+,Kvinne,Nordland,1948
A,2014,90+,Kvinne,Oppland,1461
A,2014,90+,Kvinne,Oslo,4158
A,2014,90+,Kvinne,Rogaland,2586
A,2014,90+,Kvinne,Sogn og Fjordane,1077
A,2014,90+,Kvinne,Telemark,1468
A,2014,90+,Kvinne,Troms,981
A,2014,90+,Kvinne,Trøndelag,2917
A,2014,90+,Kvinne,Vest-Agder,1156
A,2014,90+,Kvinne,Vestfold,1802
A,2014,90+,Kvinne,Østfold,1940
A,2014,90+,Mann,Hele landet,13406
A,2014,90+,Mann,Helseregion Midt-Norge,1977
A,2014,90+,Mann,Helseregion Nord-Norge,1164
A,2014,90+,Mann,Helseregion Sør-Øst,7463
A,2014,90+,Mann,Helseregion Vest,2803
A,2014,90+,Mann,Akershus,1310
A,2014,90+,Mann,Aust-Agder,296
A,2014,90+,Mann,Buskerud,747
A,2014,90+,Mann,Finnmark,127
A,2014,90+,Mann,Hedmark,710
A,2014,90+,Mann,Hordaland,1375
A,2014,90+,Mann,Møre og Romsdal,852
A,2014,90+,Mann,Nordland,692
A,2014,90+,Mann,Oppland,615
A,2014,90+,Mann,Oslo,1357
A,2014,90+,Mann,Rogaland,1004
A,2014,90+,Mann,Sogn og Fjordane,424
A,2014,90+,Mann,Telemark,576
A,2014,90+,Mann,Troms,345
A,2014,90+,Mann,Trøndelag,1125
A,2014,90+,Mann,Vest-Agder,428
A,2014,90+,Mann,Vestfold,689
A,2014,90+,Mann,Østfold,735
A,2015,0 - 4,Kvinne,Hele landet,133782
A,2015,0 - 4,Kvinne,Helseregion Midt-Norge,17939
A,2015,0 - 4,Kvinne,Helseregion Nord-Norge,11352
A,2015,0 - 4,Kvinne,Helseregion Sør-Øst,73720
A,2015,0 - 4,Kvinne,Helseregion Vest,30771
A,2015,0 - 4,Kvinne,Akershus,15748
A,2015,0 - 4,Kvinne,Aust-Agder,2909
A,2015,0 - 4,Kvinne,Buskerud,6752
A,2015,0 - 4,Kvinne,Finnmark,1850
A,2015,0 - 4,Kvinne,Hedmark,4011
A,2015,0 - 4,Kvinne,Hordaland,13938
A,2015,0 - 4,Kvinne,Møre og Romsdal,6513
A,2015,0 - 4,Kvinne,Nordland,5566
A,2015,0 - 4,Kvinne,Oppland,3990
A,2015,0 - 4,Kvinne,Oslo,19390
A,2015,0 - 4,Kvinne,Rogaland,14196
A,2015,0 - 4,Kvinne,Sogn og Fjordane,2636
A,2015,0 - 4,Kvinne,Telemark,3818
A,2015,0 - 4,Kvinne,Troms,3935
A,2015,0 - 4,Kvinne,Trøndelag,11426
A,2015,0 - 4,Kvinne,Vest-Agder,4833
A,2015,0 - 4,Kvinne,Vestfold,5632
A,2015,0 - 4,Kvinne,Østfold,6636
A,2015,0 - 4,Mann,Hele landet,141034
A,2015,0 - 4,Mann,Helseregion Midt-Norge,18891
A,2015,0 - 4,Mann,Helseregion Nord-Norge,11693
A,2015,0 - 4,Mann,Helseregion Sør-Øst,78256
A,2015,0 - 4,Mann,Helseregion Vest,32194
A,2015,0 - 4,Mann,Akershus,16567
A,2015,0 - 4,Mann,Aust-Agder,3052
A,2015,0 - 4,Mann,Buskerud,7119
A,2015,0 - 4,Mann,Finnmark,1747
A,2015,0 - 4,Mann,Hedmark,4280
A,2015,0 - 4,Mann,Hordaland,14810
A,2015,0 - 4,Mann,Møre og Romsdal,6784
A,2015,0 - 4,Mann,Nordland,5870
A,2015,0 - 4,Mann,Oppland,4214
A,2015,0 - 4,Mann,Oslo,20546
A,2015,0 - 4,Mann,Rogaland,14616
A,2015,0 - 4,Mann,Sogn og Fjordane,2768
A,2015,0 - 4,Mann,Telemark,4083
A,2015,0 - 4,Mann,Troms,4076
A,2015,0 - 4,Mann,Trøndelag,12107
A,2015,0 - 4,Mann,Vest-Agder,5288
A,2015,0 - 4,Mann,Vestfold,5946
A,2015,0 - 4,Mann,Østfold,7160
A,2015,5 - 9,Kvinne,Hele landet,155988
A,2015,5 - 9,Kvinne,Helseregion Midt-Norge,21118
A,2015,5 - 9,Kvinne,Helseregion Nord-Norge,13571
A,2015,5 - 9,Kvinne,Helseregion Sør-Øst,86238
A,2015,5 - 9,Kvinne,Helseregion Vest,35061
A,2015,5 - 9,Kvinne,Akershus,20032
A,2015,5 - 9,Kvinne,Aust-Agder,3674
A,2015,5 - 9,Kvinne,Buskerud,8174
A,2015,5 - 9,Kvinne,Finnmark,2133
A,2015,5 - 9,Kvinne,Hedmark,5094
A,2015,5 - 9,Kvinne,Hordaland,15870
A,2015,5 - 9,Kvinne,Møre og Romsdal,7894
A,2015,5 - 9,Kvinne,Nordland,6651
A,2015,5 - 9,Kvinne,Oppland,4991
A,2015,5 - 9,Kvinne,Oslo,18366
A,2015,5 - 9,Kvinne,Rogaland,15960
A,2015,5 - 9,Kvinne,Sogn og Fjordane,3232
A,2015,5 - 9,Kvinne,Telemark,4646
A,2015,5 - 9,Kvinne,Troms,4787
A,2015,5 - 9,Kvinne,Trøndelag,13223
A,2015,5 - 9,Kvinne,Vest-Agder,5978
A,2015,5 - 9,Kvinne,Vestfold,6942
A,2015,5 - 9,Kvinne,Østfold,8340
A,2015,5 - 9,Mann,Hele landet,164251
A,2015,5 - 9,Mann,Helseregion Midt-Norge,22145
A,2015,5 - 9,Mann,Helseregion Nord-Norge,14291
A,2015,5 - 9,Mann,Helseregion Sør-Øst,90918
A,2015,5 - 9,Mann,Helseregion Vest,36898
A,2015,5 - 9,Mann,Akershus,20773
A,2015,5 - 9,Mann,Aust-Agder,3786
A,2015,5 - 9,Mann,Buskerud,8798
A,2015,5 - 9,Mann,Finnmark,2210
A,2015,5 - 9,Mann,Hedmark,5530
A,2015,5 - 9,Mann,Hordaland,16677
A,2015,5 - 9,Mann,Møre og Romsdal,8187
A,2015,5 - 9,Mann,Nordland,7095
A,2015,5 - 9,Mann,Oppland,5288
A,2015,5 - 9,Mann,Oslo,19024
A,2015,5 - 9,Mann,Rogaland,16752
A,2015,5 - 9,Mann,Sogn og Fjordane,3468
A,2015,5 - 9,Mann,Telemark,5044
A,2015,5 - 9,Mann,Troms,4986
A,2015,5 - 9,Mann,Trøndelag,13958
A,2015,5 - 9,Mann,Vest-Agder,6160
A,2015,5 - 9,Mann,Vestfold,7630
A,2015,5 - 9,Mann,Østfold,8886
A,2015,10 - 14,Kvinne,Hele landet,149976
A,2015,10 - 14,Kvinne,Helseregion Midt-Norge,20848
A,2015,10 - 14,Kvinne,Helseregion Nord-Norge,13494
A,2015,10 - 14,Kvinne,Helseregion Sør-Øst,82400
A,2015,10 - 14,Kvinne,Helseregion Vest,33235
A,2015,10 - 14,Kvinne,Akershus,19209
A,2015,10 - 14,Kvinne,Aust-Agder,3393
A,2015,10 - 14,Kvinne,Buskerud,8095
A,2015,10 - 14,Kvinne,Finnmark,2182
A,2015,10 - 14,Kvinne,Hedmark,5412
A,2015,10 - 14,Kvinne,Hordaland,15169
A,2015,10 - 14,Kvinne,Møre og Romsdal,8055
A,2015,10 - 14,Kvinne,Nordland,6820
A,2015,10 - 14,Kvinne,Oppland,5306
A,2015,10 - 14,Kvinne,Oslo,15212
A,2015,10 - 14,Kvinne,Rogaland,14568
A,2015,10 - 14,Kvinne,Sogn og Fjordane,3498
A,2015,10 - 14,Kvinne,Telemark,4913
A,2015,10 - 14,Kvinne,Troms,4491
A,2015,10 - 14,Kvinne,Trøndelag,12792
A,2015,10 - 14,Kvinne,Vest-Agder,5601
A,2015,10 - 14,Kvinne,Vestfold,6949
A,2015,10 - 14,Kvinne,Østfold,8310
A,2015,10 - 14,Mann,Hele landet,156275
A,2015,10 - 14,Mann,Helseregion Midt-Norge,21734
A,2015,10 - 14,Mann,Helseregion Nord-Norge,14308
A,2015,10 - 14,Mann,Helseregion Sør-Øst,85955
A,2015,10 - 14,Mann,Helseregion Vest,34277
A,2015,10 - 14,Mann,Akershus,20010
A,2015,10 - 14,Mann,Aust-Agder,3567
A,2015,10 - 14,Mann,Buskerud,8476
A,2015,10 - 14,Mann,Finnmark,2262
A,2015,10 - 14,Mann,Hedmark,5507
A,2015,10 - 14,Mann,Hordaland,15668
A,2015,10 - 14,Mann,Møre og Romsdal,8362
A,2015,10 - 14,Mann,Nordland,7244
A,2015,10 - 14,Mann,Oppland,5450
A,2015,10 - 14,Mann,Oslo,15673
A,2015,10 - 14,Mann,Rogaland,14994
A,2015,10 - 14,Mann,Sogn og Fjordane,3616
A,2015,10 - 14,Mann,Telemark,5074
A,2015,10 - 14,Mann,Troms,4802
A,2015,10 - 14,Mann,Trøndelag,13373
A,2015,10 - 14,Mann,Vest-Agder,5752
A,2015,10 - 14,Mann,Vestfold,7513
A,2015,10 - 14,Mann,Østfold,8932
A,2015,15 - 19,Kvinne,Hele landet,157878
A,2015,15 - 19,Kvinne,Helseregion Midt-Norge,22324
A,2015,15 - 19,Kvinne,Helseregion Nord-Norge,15300
A,2015,15 - 19,Kvinne,Helseregion Sør-Øst,85362
A,2015,15 - 19,Kvinne,Helseregion Vest,34891
A,2015,15 - 19,Kvinne,Akershus,18966
A,2015,15 - 19,Kvinne,Aust-Agder,3744
A,2015,15 - 19,Kvinne,Buskerud,8221
A,2015,15 - 19,Kvinne,Finnmark,2436
A,2015,15 - 19,Kvinne,Hedmark,5868
A,2015,15 - 19,Kvinne,Hordaland,16004
A,2015,15 - 19,Kvinne,Møre og Romsdal,8489
A,2015,15 - 19,Kvinne,Nordland,7826
A,2015,15 - 19,Kvinne,Oppland,5732
A,2015,15 - 19,Kvinne,Oslo,14552
A,2015,15 - 19,Kvinne,Rogaland,15204
A,2015,15 - 19,Kvinne,Sogn og Fjordane,3683
A,2015,15 - 19,Kvinne,Telemark,5392
A,2015,15 - 19,Kvinne,Troms,5038
A,2015,15 - 19,Kvinne,Trøndelag,13836
A,2015,15 - 19,Kvinne,Vest-Agder,6128
A,2015,15 - 19,Kvinne,Vestfold,7672
A,2015,15 - 19,Kvinne,Østfold,9090
A,2015,15 - 19,Mann,Hele landet,167444
A,2015,15 - 19,Mann,Helseregion Midt-Norge,23718
A,2015,15 - 19,Mann,Helseregion Nord-Norge,16487
A,2015,15 - 19,Mann,Helseregion Sør-Øst,90500
A,2015,15 - 19,Mann,Helseregion Vest,36740
A,2015,15 - 19,Mann,Akershus,20111
A,2015,15 - 19,Mann,Aust-Agder,4067
A,2015,15 - 19,Mann,Buskerud,8840
A,2015,15 - 19,Mann,Finnmark,2754
